,,,,buy & hold result,algo result from "yesterday",algo w/ shorting
,close,predictions,to change,1000,1000,1000
434,892.58,1,0.000448139,997.7430168,997.6470433,995.7005511
435,892.98,1,1.11985E-05,997.7541899,997.6582154,995.7117014
436,892.99,0,0.000593512,998.3463687,997.6582154,995.1207348
437,893.52,1,0.000123109,998.4692737,997.7810357,995.2432428
438,893.63,1,0,998.4692737,997.7810357,995.2432428
439,893.63,1,-0.003234001,995.2402235,994.5542112,992.0246255
440,890.74,1,-0.001897299,993.3519553,992.6672446,990.1424583
441,889.05,0,-0.004487937,988.8938547,992.6672446,994.5861548
442,885.06,0,0.002869862,991.7318436,992.6672446,991.7318299
443,887.6,0,-0.002929247,988.8268156,992.6672446,994.6368578
444,885,0,0.003932203,992.7150838,992.6672446,990.7257433
445,888.48,0,-0.002093463,990.6368715,992.6672446,992.799791
446,886.62,1,-0.001421127,989.2290503,991.256538,991.388896
447,885.36,0,0.00212343,991.3296089,991.256538,989.2837511
448,887.24,1,-0.002569767,988.7821229,988.7092397,986.7415224
449,884.96,1,0.001231694,990,989.927027,987.9568861
450,886.05,1,-0.001162463,988.849162,988.7762739,986.8084232
451,885.02,0,0,988.849162,988.7762739,986.8084232
452,885.02,0,0.002564914,991.3854749,988.7762739,984.2773446
453,887.29,0,-0.000214135,991.1731844,988.7762739,984.488113
454,887.1,1,0.002457446,993.6089385,991.2061378,986.907439
455,889.28,0,-0.001169485,992.4469274,991.2061378,988.0616129
456,888.24,0,-0.001114564,991.3407821,991.2061378,989.1628704
457,887.25,1,-0.000270499,991.0726257,990.9380178,988.8953031
458,887.01,1,2.25477E-05,991.0949721,990.9603611,988.9176004
459,887.03,1,-1.12736E-05,991.0837989,990.9491894,988.9064518
460,887.02,0,-0.000259295,990.8268156,990.9491894,989.1628704
461,886.79,1,-0.001691494,989.150838,989.2730048,987.4897073
462,885.29,1,-1.12957E-05,989.1396648,989.2618302,987.4785529
463,885.28,1,-0.000316284,988.8268156,988.9489424,987.1662291
464,885,0,-0.000169492,988.6592179,988.9489424,987.3335454
465,884.85,1,0.00024863,988.9050279,989.1948245,987.5790259
466,885.07,0,-0.003468652,985.4748603,989.1948245,991.0045941
467,882,0,-0.000136054,985.3407821,989.1948245,991.1394246
468,881.88,1,-0.001644215,983.7206704,987.5683759,989.5097787
469,880.43,0,-0.000408891,983.3184358,987.5683759,989.9143804
470,880.07,1,-2.27255E-05,983.2960894,987.545933,989.8918842
471,880.05,0,1.1363E-05,983.3072626,987.545933,989.880636
472,880.06,0,0.001408995,984.6927374,987.545933,988.4858993
473,881.3,1,-0.001418359,983.2960894,986.1452381,987.0838712
474,880.05,0,0.000511335,983.7988827,986.1452381,986.5791411
475,880.5,0,0.002714367,986.4692737,986.1452381,983.9012034
476,882.89,0,0.00413415,990.547486,986.1452381,979.8336079
477,886.54,0,0.00056399,991.1061453,986.1452381,979.2809912
478,887.04,0,-4.50938E-05,991.0614525,986.1452381,979.3251507
479,887,0,-0.000405862,990.6592179,986.1452381,979.722622
480,886.64,0,-0.000349635,990.3128492,986.1452381,980.0651669
481,886.33,0,-0.000327192,989.9888268,986.1452381,980.3858363
482,886.04,0,0.000316013,990.301676,986.1452381,980.0760218
483,886.32,0,0.000925174,991.2178771,986.1452381,979.1692812
484,887.14,0,-0.000586153,990.6368715,986.1452381,979.7432244
485,886.62,1,0.003992691,994.5921788,990.0826116,983.6550367
486,890.16,0,-0.000168509,994.424581,990.0826116,983.8207915
487,890.01,0,1.12358E-05,994.4357542,990.0826116,983.8097374
488,890.02,0,-1.12357E-05,994.424581,990.0826116,983.8207912
489,890.01,0,0,994.424581,990.0826116,983.8207912
490,890.01,0,-0.001494365,992.9385475,990.0826116,985.2909788
491,888.68,0,0.000461358,993.396648,990.0826116,984.8364065
492,889.09,0,0.000843559,994.2346369,990.0826116,984.0056388
493,889.84,0,0.000179808,994.4134078,990.0826116,983.8287071
494,890,0,-0.00088764,993.5307263,990.0826116,984.7019932
495,889.21,0,-0.001540693,992,990.0826116,986.2191171
496,887.84,0,-0.002117499,989.8994413,990.0826116,988.3074348
497,885.96,1,-0.001072283,988.8379888,989.0209627,987.2476893
498,885.01,0,0.005660953,994.4357542,989.0209627,981.6589266
499,890.02,1,-0.001707827,992.7374302,987.3318862,979.9824232
500,888.5,0,-0.000371412,992.3687151,987.3318862,980.3464009
501,888.17,0,-0.000146368,992.2234637,987.3318862,980.4898926
502,888.04,1,0.003896221,996.0893855,991.1787493,984.3100978
503,891.5,0,-0.00057207,995.5195531,991.1787493,984.8731916
504,890.99,0,-0.002233471,993.2960894,991.1787493,987.072877
505,889,1,0.003003375,996.2793296,994.1556304,990.0374266
506,891.67,1,-0.000560746,995.7206704,993.598162,989.4822675
507,891.17,0,0.00093136,996.6480447,993.598162,988.5607034
508,892,1,5.60538E-05,996.7039106,993.653857,988.616116
509,892.05,0,0.003923547,1000.614525,993.653857,984.7372343
510,895.55,0,0.003852381,1004.469274,993.653857,980.9436511
511,899,1,0.001101224,1005.575419,994.748092,982.0238893
512,899.99,0,0.004566717,1010.167598,994.748092,977.5392637
513,904.1,0,0.006326734,1016.558659,994.748092,971.3546331
514,909.82,0,-0.004187642,1012.301676,994.748092,975.4223181
515,906.01,0,-0.001114778,1011.173184,994.748092,976.5096974
516,905,1,0.001226519,1012.413408,995.9681698,977.7074054
517,906.11,0,0.000573882,1012.994413,995.9681698,977.146317
518,906.63,0,-0.000441194,1012.547486,995.9681698,977.5774284
519,906.23,0,-0.000154486,1012.391061,995.9681698,977.7284506
520,906.09,0,-1.10364E-05,1012.379888,995.9681698,977.7392412
521,906.08,0,-0.002229384,1010.122905,995.9681698,979.9189971
522,904.06,0,-1.10612E-05,1010.111732,995.9681698,979.9298362
523,904.05,0,-5.53067E-05,1010.055866,995.9681698,979.9840329
524,904,1,0,1010.055866,995.9681698,979.9840329
525,904,1,0.001216814,1011.284916,997.180078,981.1764913
526,905.1,0,0.001701469,1013.005587,997.180078,979.5070495
527,906.64,0,0.001411806,1014.435754,997.180078,978.1241754
528,907.92,0,-0.000936206,1013.486034,997.180078,979.0399009
529,907.07,0,-0.002590759,1010.860335,997.180078,981.5763576
530,904.72,0,-0.001116367,1009.731844,997.180078,982.6721575
531,903.71,0,-0.000475816,1009.251397,997.180078,983.139729
532,903.28,1,0.00028784,1009.541899,997.4671062,983.4227158
533,903.54,0,-0.003917923,1005.586592,997.4671062,987.2756902
534,900,0,-0.001144444,1004.435754,997.4671062,988.4055723
535,898.97,0,-5.56192E-05,1004.379888,997.4671062,988.4605467
536,898.92,0,0.001201442,1005.586592,997.4671062,987.2729689
537,900,1,0.004577778,1010.189944,1002.033289,991.7924852
538,904.12,0,-3.31814E-05,1010.156425,1002.033289,991.8253943
539,904.09,0,-0.000221217,1009.932961,1002.033289,992.0448028
540,903.89,0,-0.000674861,1009.251397,1002.033289,992.7142951
541,903.28,0,-0.001417058,1007.821229,1002.033289,994.1210286
542,902,1,-0.000465632,1007.351955,1001.56671,993.6581341
543,901.58,0,-0.002362519,1004.972067,1001.56671,996.0056705
544,899.45,1,0.000544777,1005.519553,1002.112341,996.5482718
545,899.94,0,0.001822344,1007.351955,1002.112341,994.7322184
546,901.58,0,-3.32749E-05,1007.318436,1002.112341,994.765318
547,901.55,0,0.000476956,1007.798883,1002.112341,994.2908583
548,901.98,0,-0.000487816,1007.307263,1002.112341,994.775889
549,901.54,0,0,1007.307263,1002.112341,994.775889
550,901.54,0,-0.003871154,1003.407821,1002.112341,998.6268195
551,898.05,0,0.003852792,1007.273743,1002.112341,994.7793179
552,901.51,0,-0.001763708,1005.497207,1002.112341,996.5338177
553,899.92,0,0.000766735,1006.268156,1002.112341,995.7697405
554,900.61,0,-0.001265809,1004.994413,1002.112341,997.0301946
555,899.47,0,-0.001467531,1003.519553,1002.112341,998.4933672
556,898.15,0,7.7938E-05,1003.597765,1002.112341,998.4155466
557,898.22,0,0,1003.597765,1002.112341,998.4155466
558,898.22,0,-0.003473537,1000.111732,1002.112341,1001.88358
559,895.1,1,0.003206346,1003.318436,1005.32546,1005.095965
560,897.97,0,0.000790672,1004.111732,1005.32546,1004.301263
561,898.68,0,-4.45097E-05,1004.067039,1005.32546,1004.345964
562,898.64,0,-0.000712187,1003.351955,1005.32546,1005.061247
563,898,0,-0.000467706,1002.882682,1005.32546,1005.53132
564,897.58,0,-0.001548608,1001.329609,1005.32546,1007.088494
565,896.19,0,-0.001060043,1000.268156,1005.32546,1008.156051
566,895.24,1,0.000793083,1001.061453,1006.122767,1008.955603
567,895.95,0,-0.002064847,998.9944134,1006.122767,1011.038943
568,894.1,0,1.11844E-05,999.0055866,1006.122767,1011.027635
569,894.11,0,0.000503294,999.5083799,1006.122767,1010.518791
570,894.56,0,-0.000737793,998.7709497,1006.122767,1011.264344
571,893.9,0,-1.11869E-05,998.7597765,1006.122767,1011.275657
572,893.89,0,1.11871E-05,998.7709497,1006.122767,1011.264344
573,893.9,0,1.11869E-05,998.7821229,1006.122767,1011.253031
574,893.91,0,-0.005392042,993.396648,1006.122767,1016.70575
575,889.09,0,0.002361966,995.7430168,1006.122767,1014.304326
576,891.19,1,0.001503608,997.2402235,1007.63558,1015.829441
577,892.53,0,0.000526593,997.7653631,1007.63558,1015.294513
578,893,0,-0.000593505,997.1731844,1007.63558,1015.897095
579,892.47,1,-3.36146E-05,997.1396648,1007.601709,1015.862946
580,892.44,0,0.000605083,997.7430168,1007.601709,1015.248265
581,892.98,0,-0.004456987,993.2960894,1007.601709,1019.773213
582,889,0,-0.001113611,992.1899441,1007.601709,1020.908843
583,888.01,1,-0.000157656,992.0335196,1007.442855,1020.747891
584,887.87,0,0.002534155,994.547486,1007.442855,1018.161158
585,890.12,0,-0.00280861,991.7541899,1007.442855,1021.020776
586,887.62,0,0.001318132,993.0614525,1007.442855,1019.674936
587,888.79,0,-0.002396517,990.6815642,1007.442855,1022.118604
588,886.66,0,0.001601516,992.2681564,1007.442855,1020.481665
589,888.08,0,-0.000675615,991.5977654,1007.442855,1021.171117
590,887.48,0,0.003042322,994.6145251,1007.442855,1018.064386
591,890.18,1,0.001909726,996.5139665,1009.366795,1020.00861
592,891.88,1,-0.000695161,995.8212291,1008.665123,1019.29954
593,891.26,1,-0.00315284,992.6815642,1005.484963,1016.085852
594,888.45,1,0.002071023,994.7374302,1007.567345,1018.190189
595,890.29,0,-1.12323E-05,994.726257,1007.567345,1018.201625
596,890.28,0,-0.000303275,994.424581,1007.567345,1018.510421
597,890.01,0,-2.24717E-05,994.4022346,1007.567345,1018.533308
598,889.99,0,-0.001101136,993.3072626,1007.567345,1019.654852
599,889.01,1,0.00110235,994.4022346,1008.678037,1020.778868
600,889.99,0,0.000426971,994.8268156,1008.678037,1020.343025
601,890.37,0,-0.000393095,994.4357542,1008.678037,1020.744117
602,890.02,1,0,994.4357542,1008.678037,1020.744117
603,890.02,1,0.000426957,994.8603352,1009.108699,1021.179931
604,890.4,0,0.002920036,997.7653631,1009.108699,1018.198048
605,893,0,0.000996641,998.7597765,1009.108699,1017.183271
606,893.89,0,2.23741E-05,998.7821229,1009.108699,1017.160512
607,893.91,0,0,998.7821229,1009.108699,1017.160512
608,893.91,0,0,998.7821229,1009.108699,1017.160512
609,893.91,0,-0.003311295,995.4748603,1009.108699,1020.528631
610,890.95,0,0.000145912,995.6201117,1009.108699,1020.379724
611,891.08,0,-0.003254478,992.3798883,1009.108699,1023.700527
612,888.18,1,0.002060393,994.424581,1011.187859,1025.809753
613,890.01,0,0.000348311,994.7709497,1011.187859,1025.452452
614,890.32,0,-0.00275182,992.0335196,1011.187859,1028.274312
615,887.87,0,0.002759413,994.7709497,1011.187859,1025.436879
616,890.32,0,1.12319E-05,994.7821229,1011.187859,1025.425361
617,890.33,1,-0.000101086,994.6815642,1011.085642,1025.321705
618,890.24,0,0.002943027,997.6089385,1011.085642,1022.304156
619,892.86,1,-2.23999E-05,997.5865922,1011.062994,1022.281256
620,892.84,0,-0.001870436,995.7206704,1011.062994,1024.193368
621,891.17,0,-0.00149242,994.2346369,1011.062994,1025.721895
622,889.84,0,-0.004281669,989.9776536,1011.062994,1030.113696
623,886.03,0,0.000541742,990.5139665,1011.062994,1029.55564
624,886.51,0,-0.002007874,988.5251397,1011.062994,1031.622857
625,884.73,0,-0.003549105,985.0167598,1011.062994,1035.284196
626,881.59,1,0.001134314,986.1340782,1012.209857,1036.458533
627,882.59,0,-0.001031056,985.1173184,1012.209857,1037.52718
628,881.68,1,0.000396969,985.5083799,1012.611673,1037.939047
629,882.03,0,1.13375E-05,985.5195531,1012.611673,1037.927279
630,882.04,0,0.003979411,989.4413408,1012.611673,1033.79694
631,885.55,1,0.004008808,993.4078212,1016.671039,1037.941233
632,889.1,0,-0.00113598,992.2793296,1016.671039,1039.120314
633,888.09,1,0.000292763,992.5698324,1016.968683,1039.42453
634,888.35,0,0.00074295,993.3072626,1016.968683,1038.652289
635,889.01,1,-0.00051743,992.7932961,1016.442473,1038.11486
636,888.55,0,-0.001114175,991.6871508,1016.442473,1039.271501
637,887.56,0,-9.01348E-05,991.5977654,1016.442473,1039.365176
638,887.48,0,0.00194934,993.5307263,1016.442473,1037.3391
639,889.21,0,0.000899675,994.424581,1016.442473,1036.405832
640,890.01,0,-0.002685363,991.7541899,1016.442473,1039.188958
641,887.62,0,0.003582614,995.3072626,1016.442473,1035.465945
642,890.8,1,-3.36776E-05,995.273743,1016.408242,1035.431073
643,890.77,0,0.002368737,997.6312849,1016.408242,1032.978409
644,892.88,0,0.002295941,999.9217877,1016.408242,1030.606751
645,894.93,0,-0.000134089,999.7877095,1016.408242,1030.744944
646,894.81,0,0.002760363,1002.547486,1016.408242,1027.899714
647,897.28,1,-0.005761858,996.7709497,1010.551842,1021.977102
648,892.11,1,0.004012958,1000.77095,1014.607144,1026.078253
649,895.69,0,0.000457748,1001.22905,1014.607144,1025.608568
650,896.1,0,-0.002588997,998.6368715,1014.607144,1028.263865
651,893.78,0,0.001264293,999.8994413,1014.607144,1026.963838
652,894.91,1,-0.003195852,996.7039106,1011.36461,1023.681814
653,892.05,1,0.000448405,997.150838,1011.818111,1024.140838
654,892.45,0,0.00105328,998.2011173,1011.818111,1023.062131
655,893.39,1,-0.001421552,996.7821229,1010.379759,1021.607795
656,892.12,0,0.002656593,999.4301676,1010.379759,1018.893799
657,894.49,0,-0.002783709,996.6480447,1010.379759,1021.730103
658,892,0,-0.000470852,996.1787709,1010.379759,1022.211186
659,891.58,0,0.003633998,999.7988827,1010.379759,1018.496473
660,894.82,0,0.000301737,1000.100559,1010.379759,1018.189155
661,895.09,0,-0.000826733,999.273743,1010.379759,1019.030925
662,894.35,1,-0.00196791,997.3072626,1008.391423,1017.025564
663,892.59,0,-0.00170291,995.6089385,1008.391423,1018.757467
664,891.07,0,0.00141403,997.0167598,1008.391423,1017.316913
665,892.33,0,0.002207703,999.2178771,1008.391423,1015.070979
666,894.3,0,0.000335458,999.5530726,1008.391423,1014.730465
667,894.6,0,-0.000693047,998.8603352,1008.391423,1015.433721
668,893.98,0,0.001610774,1000.469274,1008.391423,1013.798087
669,895.42,1,0,1000.469274,1008.391423,1013.798087
670,895.42,1,0.000234527,1000.703911,1008.627918,1014.03585
671,895.63,0,0,1000.703911,1008.627918,1014.03585
672,895.63,0,-0.002635017,998.0670391,1008.627918,1016.707851
673,893.27,0,0.002474056,1000.536313,1008.627918,1014.192459
674,895.48,0,0.000256845,1000.793296,1008.627918,1013.931968
675,895.71,0,8.93146E-05,1000.882682,1008.627918,1013.841409
676,895.79,0,0.002266156,1003.150838,1008.627918,1011.543886
677,897.82,1,2.22762E-05,1003.173184,1008.650387,1011.56642
678,897.84,1,4.45514E-05,1003.217877,1008.695323,1011.611486
679,897.88,0,-0.000623691,1002.592179,1008.695323,1012.24242
680,897.32,1,-0.000122587,1002.469274,1008.57167,1012.118332
681,897.21,1,0.000345516,1002.815642,1008.920147,1012.468034
682,897.52,1,-0.00012256,1002.692737,1008.796494,1012.343946
683,897.41,0,-0.000434584,1002.256983,1008.796494,1012.783895
684,897.02,1,-0.0019732,1000.27933,1006.805937,1010.785469
685,895.25,0,-0.000513823,999.7653631,1006.805937,1011.304834
686,894.79,0,0.001888711,1001.653631,1006.805937,1009.394771
687,896.48,0,0.000490808,1002.145251,1006.805937,1008.899352
688,896.92,0,-0.000267582,1001.877095,1006.805937,1009.169315
689,896.68,0,1.11523E-05,1001.888268,1006.805937,1009.158061
690,896.69,1,0.000245347,1002.134078,1007.052953,1009.405654
691,896.91,1,-0.001014595,1001.117318,1006.031203,1008.381517
692,896,0,0.001026786,1002.145251,1006.031203,1007.346125
693,896.92,1,-1.11493E-05,1002.134078,1006.019986,1007.334894
694,896.91,0,-2.22988E-05,1002.111732,1006.019986,1007.357356
695,896.89,1,1.11496E-05,1002.122905,1006.031203,1007.368588
696,896.9,1,5.57476E-05,1002.178771,1006.087287,1007.424746
697,896.95,1,-6.68934E-05,1002.111732,1006.019986,1007.357356
698,896.89,0,0.000144945,1002.256983,1006.019986,1007.211345
699,897.02,0,0.000680029,1002.938547,1006.019986,1006.526411
700,897.63,0,-0.000289652,1002.648045,1006.019986,1006.817953
701,897.37,1,0.000312023,1002.960894,1006.333888,1007.132104
702,897.65,1,0.003731967,1006.703911,1010.089492,1010.890687
703,901,0,0.002097669,1008.815642,1010.089492,1008.770173
704,902.89,0,0.000664533,1009.486034,1010.089492,1008.099812
705,903.49,0,0,1009.486034,1010.089492,1008.099812
706,903.49,0,0.000564478,1010.055866,1010.089492,1007.530762
707,904,1,0.001106195,1011.173184,1011.206848,1008.645287
708,905,0,-0.000596685,1010.569832,1011.206848,1009.247131
709,904.46,1,-1.10563E-05,1010.558659,1011.195668,1009.235972
710,904.45,0,-0.000862403,1009.687151,1011.195668,1010.10634
711,903.67,0,-0.000354112,1009.329609,1011.195668,1010.46403
712,903.35,1,-0.001782255,1007.530726,1009.393459,1008.663126
713,901.74,0,-0.004313882,1003.184358,1009.393459,1013.01438
714,897.85,0,0.001303113,1004.49162,1009.393459,1011.694307
715,899.02,0,-0.002803052,1001.675978,1009.393459,1014.530139
716,896.5,1,0.001840491,1003.519553,1011.251239,1016.397373
717,898.15,1,-5.567E-05,1003.463687,1011.194942,1016.34079
718,898.1,0,0.000445385,1003.910615,1011.194942,1015.888127
719,898.5,0,-0.001713968,1002.189944,1011.194942,1017.629327
720,896.96,0,0.000133785,1002.324022,1011.194942,1017.493183
721,897.08,1,0.000847193,1003.173184,1012.05162,1018.355196
722,897.84,0,-0.001637263,1001.530726,1012.05162,1020.022511
723,896.37,1,-0.000278903,1001.251397,1011.769356,1019.738024
724,896.12,0,-2.23184E-05,1001.22905,1011.769356,1019.760783
725,896.1,0,1.11595E-05,1001.240223,1011.769356,1019.749403
726,896.11,1,0,1001.240223,1011.769356,1019.749403
727,896.11,1,-0.000569127,1000.670391,1011.193531,1019.169037
728,895.6,1,-0.001730683,998.9385475,1009.443475,1017.405178
729,894.05,1,-5.59253E-05,998.8826816,1009.387022,1017.348279
730,894,0,-0.001319911,997.5642458,1009.387022,1018.691088
731,892.82,1,-0.000369615,997.1955307,1009.013937,1018.314564
732,892.49,0,0.001098052,998.2905028,1009.013937,1017.196402
733,893.47,0,0.002249656,1000.536313,1009.013937,1014.90806
734,895.48,1,-0.001541073,998.9944134,1007.458973,1013.344013
735,894.1,1,0.001532267,1000.52514,1009.002669,1014.896727
736,895.47,0,-0.00154109,998.9832402,1009.002669,1016.460774
737,894.09,1,1.11846E-05,998.9944134,1009.013954,1016.472143
738,894.1,0,-0.003411252,995.5865922,1009.013954,1019.939585
739,891.05,1,0.00053869,996.122905,1009.5575,1020.489016
740,891.53,0,0.00063935,996.7597765,1009.5575,1019.836566
741,892.1,1,0.002880843,999.6312849,1012.465877,1022.774555
742,894.67,0,-0.000737702,998.8938547,1012.465877,1023.529058
743,894.01,0,-7.82989E-05,998.8156425,1012.465877,1023.6092
744,893.94,1,0.004284404,1003.094972,1016.80369,1027.994755
745,897.77,1,1.11387E-05,1003.106145,1016.815015,1028.006205
746,897.78,0,-0.000668315,1002.435754,1016.815015,1028.693238
747,897.18,1,0.002218061,1004.659218,1019.070373,1030.974942
748,899.17,0,-0.000233549,1004.424581,1019.070373,1031.215725
749,898.96,0,-0.004749933,999.6536313,1019.070373,1036.113931
750,894.69,1,0.00269367,1002.346369,1021.815413,1038.90488
751,897.1,0,0.000323264,1002.670391,1021.815413,1038.56904
752,897.39,0,-0.000401163,1002.268156,1021.815413,1038.985676
753,897.03,0,-5.57395E-05,1002.212291,1021.815413,1039.043588
754,896.98,0,-0.001014515,1001.195531,1021.815413,1040.097714
755,896.07,0,0.001506579,1002.703911,1021.815413,1038.530725
756,897.42,0,0.002228611,1004.938547,1021.815413,1036.216244
757,899.42,0,-0.001000645,1003.932961,1021.815413,1037.253128
758,898.52,0,-0.000578729,1003.351955,1021.815413,1037.853417
759,898,1,0,1003.351955,1021.815413,1037.853417
760,898,0,-0.000400891,1002.949721,1021.815413,1038.269483
761,897.64,0,0.001303418,1004.256983,1021.815413,1036.916184
762,898.81,1,0.000244768,1004.502793,1022.065521,1037.169988
763,899.03,0,0,1004.502793,1022.065521,1037.169988
764,899.03,0,0,1004.502793,1022.065521,1037.169988
765,899.03,0,0,1004.502793,1022.065521,1037.169988
766,899.03,0,0.00444924,1008.972067,1022.065521,1032.55537
767,903.03,1,-2.21477E-05,1008.949721,1022.042884,1032.532502
768,903.01,0,0,1008.949721,1022.042884,1032.532502
769,903.01,0,0.002436296,1011.407821,1022.042884,1030.016946
770,905.21,0,-0.002341998,1009.039106,1022.042884,1032.429244
771,903.09,1,0.000254681,1009.296089,1022.303179,1032.692184
772,903.32,0,0,1009.296089,1022.303179,1032.692184
773,903.32,0,-0.001383784,1007.899441,1022.303179,1034.121207
774,902.07,0,0.000232798,1008.134078,1022.303179,1033.880466
775,902.28,0,-0.000210578,1007.921788,1022.303179,1034.098178
776,902.09,0,-2.21707E-05,1007.899441,1022.303179,1034.121105
777,902.07,0,1.10856E-05,1007.910615,1022.303179,1034.109641
778,902.08,0,0,1007.910615,1022.303179,1034.109641
779,902.08,0,-1.10855E-05,1007.899441,1022.303179,1034.121105
780,902.07,0,0,1007.899441,1022.303179,1034.121105
781,902.07,0,-0.002294722,1005.586592,1022.303179,1036.494125
782,900,1,1.11111E-05,1005.597765,1022.314538,1036.505642
783,900.01,1,-0.003788847,1001.787709,1018.441145,1032.578481
784,896.6,0,-0.003992862,997.7877095,1018.441145,1036.701424
785,893.02,0,-0.003348189,994.4469274,1018.441145,1040.172497
786,890.03,0,-0.011033336,983.4748603,1018.441145,1051.649069
787,880.21,1,-0.000227219,983.2513966,1018.209736,1051.410115
788,880.01,1,-0.000113635,983.1396648,1018.094032,1051.290638
789,879.91,0,-0.001034197,982.122905,1018.094032,1052.37788
790,879,1,7.96359E-05,982.2011173,1018.175109,1052.461687
791,879.07,1,-4.55026E-05,982.1564246,1018.128779,1052.413797
792,879.03,1,-2.27524E-05,982.1340782,1018.105615,1052.389852
793,879.01,1,0.000170647,982.301676,1018.279351,1052.569439
794,879.16,0,-0.001319441,981.0055866,1018.279351,1053.958242
795,878,1,-0.000671982,980.3463687,1017.595086,1053.250001
796,877.41,0,-0.000455887,979.8994413,1017.595086,1053.730165
797,877.01,1,0.000615728,980.5027933,1018.221648,1054.378976
798,877.55,1,-0.002393026,978.1564246,1015.785017,1051.85582
799,875.45,0,-0.000514021,977.6536313,1015.785017,1052.396496
800,875,0,-0.000811429,976.8603352,1015.785017,1053.250441
801,874.29,0,0,976.8603352,1015.785017,1053.250441
802,874.29,0,-0.004758147,972.2122905,1015.785017,1058.261961
803,870.13,1,-0.011113282,961.4078212,1004.496312,1046.501197
804,860.46,1,-0.001929201,959.5530726,1002.558437,1044.482287
805,858.8,0,-0.004424779,955.3072626,1002.558437,1049.10389
806,855,1,-0.002327485,953.0837989,1000.224997,1046.662116
807,853.01,1,-0.001090257,952.0446927,999.1344944,1045.520985
808,852.08,1,0.012440146,963.8882682,1011.563874,1058.527419
809,862.68,0,-0.006271155,957.8435754,1011.563874,1065.165609
810,857.27,0,0.00550585,963.1173184,1011.563874,1059.300967
811,861.99,0,-0.00098609,962.1675978,1011.563874,1060.345533
812,861.14,0,-0.001323827,960.8938547,1011.563874,1061.749247
813,860,0,-0.009883721,951.396648,1011.563874,1072.24328
814,851.5,0,-0.000587199,950.8379888,1011.563874,1072.8729
815,851,1,-0.014101058,937.4301676,997.2997534,1057.744258
816,839,0,0.001179976,938.5363128,997.2997534,1056.496145
817,839.99,0,-0.00067858,937.8994413,997.2997534,1057.213061
818,839.42,1,0.004217198,941.8547486,1001.505564,1061.671538
819,842.96,0,-0.005884028,936.3128492,1001.505564,1067.918443
820,838,0,-0.000644391,935.7094972,1001.505564,1068.6066
821,837.46,1,-0.024036969,913.2178771,977.4324054,1042.920536
822,817.33,0,0.006325474,918.9944134,977.4324054,1036.323569
823,822.5,1,0.002322188,921.1284916,979.7021877,1038.730108
824,824.41,1,0.004791305,925.5418994,984.39624,1043.706981
825,828.36,1,0.012772225,937.3631285,996.9691699,1057.037441
826,838.94,0,0.00485136,941.9106145,996.9691699,1051.909372
827,843.01,0,0.000118623,942.0223464,996.9691699,1051.784592
828,843.11,0,-0.000913285,941.1620112,996.9691699,1052.745171
829,842.34,0,-0.00077166,940.4357542,996.9691699,1053.557532
830,841.69,1,-0.002007865,938.547486,994.9673902,1051.442131
831,840,0,9.52381E-05,938.6368715,994.9673902,1051.341993
832,840.08,0,0.006189887,944.4469274,994.9673902,1044.834306
833,845.28,1,0.000828128,945.2290503,995.7913505,1045.699562
834,845.98,0,-0.003640748,941.7877095,995.7913505,1049.506691
835,842.9,0,0.002455807,944.1005587,995.7913505,1046.929304
836,844.97,0,0.00362143,947.5195531,995.7913505,1043.137923
837,848.03,1,-3.53761E-05,947.4860335,995.7561233,1043.101021
838,848,1,-0.008254717,939.6648045,987.5364383,1034.490517
839,841,0,0.001843044,941.396648,987.5364383,1032.583906
840,842.55,0,-0.002136372,939.3854749,987.5364383,1034.789889
841,840.75,1,-0.001796015,937.698324,985.7628076,1032.93139
842,839.24,0,0.002716744,940.2458101,985.7628076,1030.12518
843,841.52,0,0.000677346,940.8826816,985.7628076,1029.427429
844,842.09,0,0.000106877,940.9832402,985.7628076,1029.317407
845,842.18,1,0,940.9832402,985.7628076,1029.317407
846,842.18,1,0,940.9832402,985.7628076,1029.317407
847,842.18,0,0.004535847,945.2513966,985.7628076,1024.64858
848,846,1,0.004728132,949.7206704,990.4236247,1029.493255
849,850,0,0.004376471,953.877095,990.4236247,1024.987708
850,853.72,0,-0.000890222,953.027933,990.4236247,1025.900174
851,852.96,0,-0.00271994,950.4357542,990.4236247,1028.690561
852,850.64,1,0.000387943,950.8044693,990.8078528,1029.089634
853,850.97,1,0.002209244,952.9050279,992.9967887,1031.363144
854,852.85,0,0.001219441,954.0670391,992.9967887,1030.105458
855,853.89,1,-8.19778E-05,953.9888268,992.915385,1030.021012
856,853.82,0,-0.000234241,953.7653631,992.915385,1030.262285
857,853.62,0,0,953.7653631,992.915385,1030.262285
858,853.62,0,-0.003526159,950.4022346,992.915385,1033.895154
859,850.61,1,0.00138724,951.7206704,994.2927967,1035.329415
860,851.79,1,0.00662135,958.0223464,1000.876358,1042.184694
861,857.43,1,-0.004186931,954.0111732,996.6857577,1037.821138
862,853.84,0,0.003970299,957.7988827,996.6857577,1033.700678
863,857.23,0,-0.002601402,955.3072626,996.6857577,1036.38975
864,855,0,-0.001707602,953.6759777,996.6857577,1038.159491
865,853.54,0,0,953.6759777,996.6857577,1038.159491
866,853.54,0,0.001710523,955.3072626,996.6857577,1036.383695
