,,,,buy & hold result,algo result from "yesterday",algo w/ shorting
,close,predictions,to change,1000,1000,1000
99,885,1,0.003367232,992.1564246,998.7085113,1004.635027
100,887.98,0,0.0001464,992.301676,998.7085113,1004.487949
101,888.11,1,0.002240713,994.5251397,1000.946331,1006.738718
102,890.1,1,-0.000112347,994.4134078,1000.833878,1006.625614
103,890,1,0.001292135,995.698324,1002.12709,1007.92631
104,891.15,0,0.001840319,997.5307263,1002.12709,1006.071405
105,892.79,1,0.001489712,999.0167598,1003.619971,1007.570161
106,894.12,0,0.001207892,1000.223464,1003.619971,1006.353126
107,895.2,0,0.003127793,1003.351955,1003.619971,1003.205462
108,898,0,0.001113586,1004.469274,1003.619971,1002.088307
109,899,1,0.000711902,1005.184358,1004.33445,1002.801695
110,899.64,1,0.001267174,1006.458101,1005.607116,1004.072419
111,900.78,1,0,1006.458101,1005.607116,1004.072419
112,900.78,1,0,1006.458101,1005.607116,1004.072419
113,900.78,0,-0.001076845,1005.374302,1005.607116,1005.153649
114,899.81,1,0.005767884,1011.173184,1011.407342,1010.951259
115,905,0,-1.10497E-05,1011.162011,1011.407342,1010.96243
116,904.99,0,-0.006618858,1004.469274,1011.407342,1017.653846
117,899,0,0.001112347,1005.586592,1011.407342,1016.521862
118,900,0,0.003322222,1008.927374,1011.407342,1013.14475
119,902.99,1,-0.005791869,1003.083799,1005.549402,1007.276749
120,897.76,0,0.008042238,1011.150838,1005.549402,999.1759887
121,904.98,0,-3.31499E-05,1011.117318,1005.549402,999.2091113
122,904.95,1,-0.00628764,1004.759777,999.2268696,992.9264439
123,899.26,0,0.006383026,1011.173184,999.2268696,986.5885686
124,905,1,-0.002839779,1008.301676,996.3892861,983.7868751
125,902.43,0,0.003867336,1012.201117,996.3892861,979.9822407
126,905.92,0,0.00066231,1012.871508,996.3892861,979.3331885
127,906.52,0,0.000717028,1013.597765,996.3892861,978.6309794
128,907.17,0,-1.10233E-05,1013.586592,996.3892861,978.6417672
129,907.16,0,-0.006603025,1006.893855,996.3892861,985.1037631
130,901.17,0,0.005182152,1012.111732,996.3892861,979.9988055
131,905.84,1,0.000176632,1012.290503,996.56528,980.1719043
132,906,0,0.001655629,1013.96648,996.56528,978.5491032
133,907.5,0,0.001641873,1015.631285,996.56528,976.9424495
134,908.99,0,0.001089121,1016.73743,996.56528,975.8784411
135,909.98,1,-0.001659377,1015.050279,994.9116023,974.2590907
136,908.47,0,0.000935639,1016,994.9116023,973.3475359
137,909.32,1,-0.002903268,1013.050279,992.023107,970.5216468
138,906.68,0,0.002911722,1016,992.023107,967.6957577
139,909.32,0,0.000670831,1016.681564,992.023107,967.0465974
140,909.93,0,0.000164848,1016.849162,992.023107,966.8871818
141,910.08,1,0.006713695,1023.675978,998.683248,973.378568
142,916.19,0,0.000905926,1024.603352,998.683248,972.4967594
143,917.02,1,0.000250812,1024.860335,998.9337302,972.7406736
144,917.25,0,-0.000272554,1024.581006,998.9337302,973.0057978
145,917,0,0.000305344,1024.893855,998.9337302,972.7086968
146,917.28,0,0.003477673,1028.458101,998.9337302,969.3259339
147,920.47,1,0.001412322,1029.910615,1000.344546,970.6949342
148,921.77,0,-0.003601766,1026.201117,1000.344546,974.1911504
149,918.45,0,-0.003734553,1022.368715,1000.344546,977.8293187
150,915.02,0,-0.002601036,1019.709497,1000.344546,980.372688
151,912.64,0,0.004777349,1024.581006,1000.344546,975.6891053
152,917,0,0.004732824,1029.430168,1000.344546,971.0713401
153,921.34,0,-0.004504309,1024.793296,1000.344546,975.4453454
154,917.19,1,2.18057E-05,1024.815642,1000.366359,975.4666157
155,917.21,0,-0.002551215,1022.201117,1000.366359,977.9552408
156,914.87,0,0.003410321,1025.687151,1000.366359,974.6200999
157,917.99,0,-0.00216778,1023.463687,1000.366359,976.7328615
158,916,1,0,1023.463687,1000.366359,976.7328615
159,916,0,0.002172489,1025.687151,1000.366359,974.61092
160,917.99,0,1.08934E-05,1025.698324,1000.366359,974.6003032
161,918,1,0,1025.698324,1000.366359,974.6003032
162,918,0,0,1025.698324,1000.366359,974.6003032
163,918,0,0,1025.698324,1000.366359,974.6003032
164,918,0,0,1025.698324,1000.366359,974.6003032
165,918,1,0,1025.698324,1000.366359,974.6003032
166,918,1,0,1025.698324,1000.366359,974.6003032
167,918,0,7.62527E-05,1025.776536,1000.366359,974.5259873
168,918.07,1,-0.001230843,1024.513966,999.1350656,973.3264989
169,916.94,0,-0.001461382,1023.01676,999.1350656,974.7489011
170,915.6,0,0.00054609,1023.575419,999.1350656,974.2166005
171,916.1,1,0.001331732,1024.938547,1000.465646,975.5139962
172,917.32,1,-0.00569049,1019.106145,994.7725066,969.9628439
173,912.1,1,0.003442605,1022.614525,998.1971154,973.3020428
174,915.24,1,-0.00338709,1019.150838,994.8161322,970.0053815
175,912.14,1,0.002247462,1021.441341,997.0519437,972.1854317
176,914.19,0,-0.002001772,1019.396648,997.0519437,974.1315253
177,912.36,1,0.00055899,1019.96648,997.6092856,974.676055
178,912.87,0,-0.000219089,1019.743017,997.6092856,974.889596
179,912.67,1,-0.00132578,1018.391061,996.2866748,973.5971065
180,911.46,0,-0.000362056,1018.022346,996.2866748,973.9496037
181,911.13,0,0.000219508,1018.24581,996.2866748,973.7358143
182,911.33,0,0.001020487,1019.284916,996.2866748,972.74213
183,912.26,0,0.000811172,1020.111732,996.2866748,971.9530686
184,913,0,6.57174E-05,1020.178771,996.2866748,971.8891943
185,913.06,0,0.000492848,1020.681564,996.2866748,971.4102005
186,913.51,0,0.00064586,1021.340782,996.2866748,970.782805
187,914.1,1,0.003522591,1024.938547,999.7961848,974.2024753
188,917.32,1,-0.001231849,1023.675978,998.5645865,973.0024047
189,916.19,0,-0.001779107,1021.854749,998.5645865,974.73348
190,914.56,0,0.000918474,1022.793296,998.5645865,973.8382122
191,915.4,1,0.001573083,1024.402235,1000.135411,975.3701404
192,916.84,0,0.000719864,1025.139665,1000.135411,974.6680066
193,917.5,1,-0.000163488,1024.972067,999.9719014,974.5086604
194,917.35,1,0,1024.972067,999.9719014,974.5086604
195,917.35,0,-6.54058E-05,1024.905028,999.9719014,974.5723989
196,917.29,1,-0.000174427,1024.726257,999.7974795,974.4024073
197,917.13,1,0.000403432,1025.139665,1000.20083,974.7955128
198,917.5,1,0.000490463,1025.642458,1000.691392,975.2736142
199,917.95,0,0,1025.642458,1000.691392,975.2736142
200,917.95,1,4.35754E-05,1025.687151,1000.734997,975.3161121
201,917.99,1,0,1025.687151,1000.734997,975.3161121
202,917.99,1,0,1025.687151,1000.734997,975.3161121
203,917.99,1,0.001089336,1026.804469,1001.825135,976.3785595
204,918.99,1,1.08815E-05,1026.815642,1001.836036,976.389184
205,919,1,0.001066376,1027.910615,1002.90437,977.4303824
206,919.98,1,1.08698E-05,1027.921788,1002.915272,977.4410069
207,919.99,1,-1.08697E-05,1027.910615,1002.90437,977.4303824
208,919.98,1,-0.000271745,1027.631285,1002.631836,977.1647706
209,919.73,1,-0.000304437,1027.318436,1002.326598,976.8672853
210,919.45,1,-5.43803E-05,1027.26257,1002.272091,976.8141629
211,919.4,1,-1.08767E-05,1027.251397,1002.261189,976.8035385
212,919.39,1,0,1027.251397,1002.261189,976.8035385
213,919.39,1,1.08768E-05,1027.26257,1002.272091,976.8141629
214,919.4,1,-3.263E-05,1027.22905,1002.239387,976.7822895
215,919.37,1,-9.78931E-05,1027.128492,1002.141274,976.6866692
216,919.28,1,-0.001425028,1025.664804,1000.713195,975.2948631
217,917.97,1,0.001394381,1027.094972,1002.10857,976.6547958
218,919.25,1,-5.43922E-05,1027.039106,1002.054063,976.6016735
219,919.2,1,-1.0879E-05,1027.027933,1002.043162,976.591049
220,919.19,1,-0.000707144,1026.301676,1001.334573,975.9004581
221,918.54,1,-0.000457247,1025.832402,1000.876715,975.4542302
222,918.12,0,-0.003594301,1022.145251,1000.876715,978.9603067
223,914.82,1,0.00019676,1022.346369,1001.073648,979.152927
224,915,1,0,1022.346369,1001.073648,979.152927
225,915,1,0,1022.346369,1001.073648,979.152927
226,915,1,0,1022.346369,1001.073648,979.152927
227,915,0,0,1022.346369,1001.073648,979.152927
228,915,1,0.001333333,1023.709497,1002.408413,980.4584642
229,916.22,0,0.00091681,1024.648045,1002.408413,979.5595697
230,917.06,0,-0.00333675,1021.22905,1002.408413,982.8281152
231,914,0,0.001050328,1022.301676,1002.408413,981.7958231
232,914.96,1,-0.000502754,1021.787709,1001.904448,981.3022211
233,914.5,1,-0.001629306,1020.122905,1000.272039,979.7033798
234,913.01,1,-0.000438111,1019.675978,999.8338086,979.2741607
235,912.61,1,-0.000120533,1019.553073,999.7132952,979.1561254
236,912.5,0,0.001358904,1020.938547,999.7132952,977.8255462
237,913.74,0,-0.000766082,1020.156425,999.7132952,978.574641
238,913.04,0,-0.001029528,1019.106145,999.7132952,979.5821107
239,912.1,1,1.09637E-05,1019.117318,999.7242557,979.5928506
240,912.11,1,-0.000109636,1019.005587,999.6146501,979.485452
241,912.01,1,-0.002949529,1016,996.6662576,976.5964312
242,909.32,0,-0.003365152,1012.581006,996.6662576,979.8828266
243,906.26,1,-0.00129102,1011.273743,995.3795413,978.6177781
244,905.09,1,-8.8389E-05,1011.184358,995.2915607,978.531279
245,905.01,0,6.62976E-05,1011.251397,995.2915607,978.4664047
246,905.07,1,-0.003049488,1008.167598,992.2564311,975.4825833
247,902.31,1,-0.002549013,1005.597765,989.7271565,972.9960654
248,900.01,1,0.003877735,1009.497207,993.5650558,976.769086
249,903.5,0,-6.64084E-05,1009.430168,993.5650558,976.8339517
250,903.44,1,-0.002700788,1006.703911,990.8816472,974.1957302
251,901,1,0.001509434,1008.223464,992.3773176,975.6662143
252,902.36,1,-0.00091981,1007.296089,991.4645187,974.7687865
253,901.53,1,0.000432598,1007.731844,991.8934242,975.1904694
254,901.92,1,0.004800869,1012.569832,996.6553749,979.8722314
255,906.25,0,-0.000121379,1012.446927,996.6553749,979.9911676
256,906.14,1,-0.000507648,1011.932961,996.1494249,979.4936772
257,905.68,1,-0.000331243,1011.597765,995.8194576,979.169227
258,905.38,1,0.001005103,1012.614525,996.8203585,980.1533927
259,906.29,1,-0.001555793,1011.039106,995.269512,978.6284765
260,904.88,1,0.000486252,1011.530726,995.7534641,979.1043369
261,905.32,0,0.000198825,1011.731844,995.7534641,978.9096668
262,905.5,1,0.001711761,1013.463687,997.4579565,980.5853266
263,907.05,1,0.003241277,1016.748603,1000.690994,983.7636749
264,909.99,1,0.003527511,1020.335196,1004.220942,987.2339124
265,913.2,1,0.000142357,1020.480447,1004.3639,987.3744516
266,913.33,0,-0.00062409,1019.843575,1004.3639,987.990662
267,912.76,0,-0.001095578,1018.726257,1004.3639,989.0730831
268,911.76,1,3.29034E-05,1018.759777,1004.396947,989.105627
269,911.79,1,1.09674E-05,1018.77095,1004.407963,989.1164749
270,911.8,1,0.000855451,1019.642458,1005.267184,989.9626153
271,912.58,0,-8.76635E-05,1019.553073,1005.267184,990.049399
272,912.5,1,-0.000734247,1018.804469,1004.52907,989.3224586
273,911.83,1,0.001294101,1020.122905,1005.829032,990.6027417
274,913.01,0,0,1020.122905,1005.829032,990.6027417
275,913.01,0,0.001150042,1021.296089,1005.829032,989.4635067
276,914.06,1,0.000667352,1021.977654,1006.500274,990.1238274
277,914.67,0,-0.001421278,1020.52514,1006.500274,991.5310683
278,913.37,1,0.000755444,1021.296089,1007.260629,992.2801146
279,914.06,1,0.000229744,1021.530726,1007.492041,992.5080852
280,914.27,0,-0.00278911,1018.681564,1007.492041,995.2762999
281,911.72,0,0.003038213,1021.776536,1007.492041,992.252438
282,914.49,0,-0.001082571,1020.670391,1007.492041,993.3266213
283,913.5,1,-0.001007115,1019.642458,1006.477381,992.3262267
284,912.58,0,-0.000525981,1019.106145,1006.477381,992.8481717
285,912.1,0,-0.001425282,1017.653631,1006.477381,994.2632607
286,910.8,0,-0.002898551,1014.703911,1006.477381,997.1451831
287,908.16,0,0.005968111,1020.759777,1006.477381,991.1941097
288,913.58,0,0.000963244,1021.743017,1006.477381,990.2393484
289,914.46,1,-0.0036743,1017.988827,1002.779281,986.6009124
290,911.1,0,-0.002721984,1015.217877,1002.779281,989.2864247
291,908.62,1,0.000462239,1015.687151,1003.242805,989.7437119
292,909.04,0,0.00249714,1018.223464,1003.242805,987.2721834
293,911.31,1,-0.001437491,1016.759777,1001.800653,985.8529884
294,910,0,-0.000120879,1016.636872,1001.800653,985.9721575
295,909.89,1,0.002318962,1018.994413,1004.12379,988.2585891
296,912,0,-0.000997807,1017.977654,1004.12379,989.2446804
297,911.09,0,-0.000142686,1017.832402,1004.12379,989.385832
298,910.96,0,-0.003424958,1014.346369,1004.12379,992.7744372
299,907.84,0,0.000286394,1014.636872,1004.12379,992.4901125
300,908.1,1,-0.0005506,1014.078212,1003.570919,991.9436473
301,907.6,1,-0.000440723,1013.631285,1003.128623,991.5064752
302,907.2,1,-0.000220459,1013.407821,1002.907474,991.2878891
303,907,1,0.001984564,1015.418994,1004.897809,993.2551638
304,908.8,1,-0.000308099,1015.106145,1004.588201,992.9491433
305,908.52,1,-0.00046229,1014.636872,1004.12379,992.4901125
306,908.1,1,0.001233344,1015.888268,1005.36222,993.7141946
307,909.22,0,-0.000230967,1015.653631,1005.36222,993.94371
308,909.01,1,0,1015.653631,1005.36222,993.94371
309,909.01,0,0.001089097,1016.759777,1005.36222,992.8612089
310,910,1,0.002197802,1018.994413,1007.571808,995.0433215
311,912,1,0.003289474,1022.346369,1010.886189,998.3164903
312,915,1,0.001442623,1023.821229,1012.344516,999.7566846
313,916.32,1,-0.00033831,1023.47486,1012.00203,999.4184571
314,916.01,1,2.18338E-05,1023.497207,1012.024126,999.4402783
315,916.03,0,0.000633167,1024.145251,1012.024126,998.8074656
316,916.61,0,-0.000578218,1023.553073,1012.024126,999.3849937
317,916.08,1,-0.001200768,1022.324022,1010.808919,998.1849636
318,914.98,1,0.000240442,1022.569832,1011.051961,998.4249696
319,915.2,0,-0.00121285,1021.329609,1011.051961,999.635909
320,914.09,0,-0.000525112,1020.793296,1011.051961,1000.16083
321,913.61,0,0.001532383,1022.357542,1011.051961,998.6282013
322,915.01,0,-0.006305942,1015.910615,1011.051961,1004.925493
323,909.24,0,-0.002463596,1013.407821,1011.051961,1007.401223
324,907,0,0.001113561,1014.536313,1011.051961,1006.27942
325,908.01,1,-0.002202619,1012.301676,1008.824999,1004.06297
326,906.01,1,0.002648977,1014.98324,1011.497353,1006.72271
327,908.41,1,2.20165E-05,1015.005587,1011.519623,1006.744875
328,908.43,1,-0.002542849,1012.424581,1008.947481,1004.184875
329,906.12,0,-0.000121397,1012.301676,1008.947481,1004.30678
330,906.01,0,0.002693127,1015.027933,1008.947481,1001.602054
331,908.45,1,-0.000528373,1014.49162,1008.414381,1001.072835
332,907.97,1,-0.000341421,1014.145251,1008.070088,1000.731048
333,907.66,0,-0.00037459,1013.765363,1008.070088,1001.105911
334,907.32,1,-1.10215E-05,1013.75419,1008.058977,1001.094878
335,907.31,1,-0.000352691,1013.396648,1007.703444,1000.7418
336,906.99,1,-0.002183045,1011.184358,1005.503582,998.5571361
337,905.01,0,0.001922631,1013.128492,1005.503582,996.6372795
338,906.75,1,0.000264682,1013.396648,1005.76972,996.901071
339,906.99,0,-0.001080497,1012.301676,1005.76972,997.9782196
340,906.01,1,0.001015441,1013.329609,1006.79102,998.9916079
341,906.93,0,-0.00104749,1012.268156,1006.79102,1000.038042
342,905.98,0,-0.000121415,1012.145251,1006.79102,1000.159462
343,905.87,1,-4.41564E-05,1012.100559,1006.746564,1000.115298
344,905.83,1,-0.000894208,1011.195531,1005.846324,999.2209875
345,905.02,1,-1.10495E-05,1011.184358,1005.83521,999.2099467
346,905.01,1,-0.000176794,1011.005587,1005.657384,999.0332927
347,904.85,1,-0.002044538,1008.938547,1003.60128,996.9907314
348,903,1,-0.001616833,1007.307263,1001.978624,995.3787641
349,901.54,1,-0.002584467,1004.703911,999.389044,992.806241
350,899.21,1,-0.003035998,1001.653631,996.3549006,989.7920829
351,896.48,1,-0.007228271,994.4134078,989.1529778,982.637598
352,890,1,-0.003258427,991.1731844,985.9298951,979.4357451
353,887.1,1,0.002637809,993.7877095,988.5305894,982.0193091
354,889.44,0,3.37291E-05,993.8212291,988.5305894,981.9861865
355,889.47,1,-0.001472787,992.3575419,987.0746943,980.5399299
356,888.16,1,0.001576293,993.9217877,988.6306128,982.0855477
357,889.56,1,0.000472144,994.3910615,989.0973883,982.549233
358,889.98,0,-0.000550574,993.8435754,989.0973883,983.0901992
359,889.49,0,0.003946081,997.7653631,989.0973883,979.2108452
360,893,1,-0.008969765,988.8156425,980.2254173,970.4275542
361,884.99,1,0.00646335,995.2067039,986.5609572,976.699767
362,890.71,1,-1.1227E-05,995.1955307,986.549881,976.6888016
363,890.7,0,0.00441226,999.5865922,986.549881,972.3793967
364,894.63,0,0.007455596,1007.039106,986.549881,965.1297286
365,901.3,0,-0.006945523,1000.044693,986.549881,971.8330594
366,895.04,1,-0.004837773,995.2067039,981.777177,967.1315521
367,890.71,0,-0.001526872,993.6871508,981.777177,968.608238
368,889.35,0,0.000584697,994.2681564,981.777177,968.0418959
369,889.87,1,-0.005146819,989.150838,976.7241474,963.0595593
370,885.29,1,-0.000304985,988.849162,976.4262614,962.7658408
371,885.02,0,0.003773926,992.5810056,976.4262614,959.1324337
372,888.36,1,-0.00378225,988.8268156,972.7331727,955.5047547
373,885,0,0.002158192,990.9608939,972.7331727,953.4425919
374,886.91,1,-0.004307089,986.6927374,968.5435247,949.3360301
375,883.09,1,0.001551371,988.2234637,970.0460948,950.8088022
376,884.46,0,0.000429641,988.6480447,970.0460948,950.4002961
377,884.84,1,0.004983952,993.575419,974.8807579,955.1370455
378,889.25,0,-1.12454E-05,993.5642458,974.8807579,955.1477864
379,889.24,0,0.002001709,995.5530726,974.8807579,953.2358582
380,891.02,1,0.000931517,996.4804469,975.7888756,954.1238133
381,891.85,0,-0.001962213,994.5251397,975.7888756,955.9960078
382,890.1,0,-4.49388E-05,994.4804469,975.7888756,956.0389691
383,890.06,0,-0.004269375,990.2346369,975.7888756,960.120658
384,886.26,1,0.002471058,992.6815642,978.2001067,962.493172
385,888.45,0,0.002701334,995.3631285,978.2001067,959.8931567
386,890.85,1,0.001638884,996.9944134,979.8032634,961.4663104
387,892.31,0,-0.001725858,995.273743,979.8032634,963.1256644
388,890.77,0,0.006746972,1001.988827,979.8032634,956.6274828
389,896.78,0,-0.002553581,999.4301676,979.8032634,959.0703081
390,894.49,0,-0.000849646,998.5810056,979.8032634,959.8851785
391,893.73,1,-0.002092355,996.4916201,977.7531676,957.8767585
392,891.86,0,-0.002074317,994.424581,977.7531676,959.8636981
393,890.01,1,0.001123583,995.5418994,978.8517543,960.9421845
394,891.01,0,0.001717152,997.2513966,978.8517543,959.2921003
395,892.54,0,-0.002442468,994.8156425,978.8517543,961.6351401
396,890.36,1,0.000831124,995.6424581,979.665302,962.4343787
397,891.1,1,0.000965099,996.603352,980.6107763,963.3632234
398,891.96,1,3.36338E-05,996.6368715,980.6437579,963.395625
399,891.99,1,-0.002993307,993.6536313,977.70839,960.511886
400,889.32,1,0.001787883,995.4301676,979.4564181,962.2291688
401,890.91,1,0.001391835,996.8156425,980.8196601,963.5684333
402,892.15,0,0.002174522,998.9832402,980.8196601,961.4731323
403,894.09,0,0.003277075,1002.256983,980.8196601,958.3223128
404,897.02,1,0.000813806,1003.072626,981.6178568,959.1022009
405,897.75,1,0.001158452,1004.234637,982.7550136,960.2132745
406,898.79,0,-0.000467295,1003.765363,982.7550136,960.6619773
407,898.37,0,0.00070127,1004.469274,982.7550136,959.9882938
408,899,0,0,1004.469274,982.7550136,959.9882938
409,899,1,0.006674082,1011.173184,989.3140015,966.3953347
410,905,0,-0.000165746,1011.005587,989.3140015,966.5555107
411,904.85,1,-4.42062E-05,1010.960894,989.2702677,966.5127829
412,904.81,0,-0.003238249,1007.687151,989.2702677,969.6425919
413,901.88,1,0.003315297,1011.027933,992.5499924,972.857245
414,904.87,0,-0.002387083,1008.614525,992.5499924,975.1795362
415,902.71,1,-0.000387721,1008.223464,992.1651595,974.8014382
416,902.36,0,-0.001396338,1006.815642,992.1651595,976.162591
417,901.1,0,-0.004816336,1001.96648,992.1651595,980.8641176
418,896.76,0,-0.011909541,990.0335196,992.1651595,992.5457591
419,886.08,0,0.002448989,992.4581006,992.1651595,990.1150256
420,888.25,1,0.003501267,995.9329609,995.6389941,993.5816822
421,891.36,1,0.002961766,998.8826816,998.5878441,996.524439
422,894,0,0.005011186,1003.888268,998.5878441,991.5306699
423,898.48,1,0.001291069,1005.184358,999.8770903,992.8108048
424,899.64,0,-0.007069494,998.0782123,999.8770903,999.8294753
425,893.28,1,-0.002552391,995.5307263,997.3250128,997.2775194
426,891,1,0.001481481,997.0055866,998.8025314,998.7549675
427,892.32,0,0.000706025,997.7094972,998.8025314,998.0498218
428,892.95,1,-0.004188364,993.5307263,994.6191824,993.8696255
429,889.21,0,0.002417877,995.9329609,994.6191824,991.4665714
430,891.36,0,-0.001436008,994.5027933,994.6191824,992.8903252
431,890.08,1,0.001033615,995.5307263,995.6472357,993.9165915
432,891,0,0.000213244,995.7430168,995.6472357,993.7046452
433,891.19,1,0.001559712,997.2960894,997.2001589,995.2545386
